koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_tce_delivname_q1_q16_tce,koi_tce_delivname_q1_q17_dr24_tce,koi_tce_delivname_q1_q17_dr25_tce,koi_depth_err1,koi_time0bk_err1,koi_insol_err1,koi_model_snr,koi_kepmag,koi_period_err2,koi_slogg_err2,koi_prad_err2,koi_prad_err1,ra,koi_duration,dec,koi_period,koi_depth,koi_srad,koi_srad_err2,koi_duration_err2,koi_steff_err1,koi_time0bk,koi_slogg_err1,koi_score,koi_period_err1,koi_insol_err2,koi_teq,koi_time0bk_err2,koi_steff_err2,koi_impact_err2,koi_steff,koi_duration_err1,koi_impact_err1,koi_tce_plnt_num,koi_insol,koi_depth_err2,koi_impact,koi_prad,koi_slogg,koi_srad_err1
1,0,0,0,0.0,1.0,0.0,4.5,0.0102,0.0,9.2,14.874,-0.000131,-0.112,-0.12,0.12,297.61273,1.77,46.738949,9.26147679,116.0,1.0,-0.066,-1.1,169.0,135.1085808,0.052,0.0,0.000107,0.0,523.0,-0.0118,-79.0,-0.001,5780.0,1.1,0.004,1.0,0.35,-4.5,0.001,1.08,4.438,0.3
0,0,0,0,0.0,0.0,1.0,38.5,0.00419,1.25,28.9,15.565,-0.000278,-0.046,-0.11,0.18,288.53867,5.902,40.61615,44.8411168,1050.0,0.721,-0.029,-0.135,100.0,359.87359,0.018,0.999,0.000278,-0.82,390.0,-0.00419,-100.0,-0.612,4955.0,0.135,0.05,4.0,5.45,-38.5,0.864,2.75,4.61,0.047
0,0,0,0,0.0,0.0,1.0,8.3,0.000885,23492.53,64.6,12.224,-1.61e-06,-0.105,-6.79,4.53,298.38043,1.7237,41.296391,1.534679933,457.0,8.834,-3.262,-0.0293,45.0,132.331163,0.195,1.0,1.61e-06,-24441.88,3570.0,-0.000885,-105.0,-0.108,4965.0,0.0293,0.318,1.0,38505.56,-8.3,0.108,18.39,2.863,2.175
0,0,0,0,0.0,0.0,1.0,11.1,0.00464,182.74,27.2,15.06,-4.61e-05,-0.224,-0.2,0.59,297.01913,5.483,44.327518,8.32651854,268.0,1.0,-0.11,-0.113,189.0,135.58655,0.056,1.0,4.61e-05,-57.03,938.0,-0.00464,-210.0,-0.584,6057.0,0.113,0.118,1.0,182.69,-11.1,0.782,1.8,4.45,0.33
0,1,0,0,0.0,0.0,1.0,96.0,0.00185,46.95,488.7,15.115,-2.58e-05,-0.165,-5.87,8.82,295.40698,4.13997,40.242409,18.78970984,40800.0,0.884,-0.118,-0.00971,194.0,143.82465,0.135,0.0,2.58e-05,-25.98,752.0,-0.00185,-214.0,-0.12,6477.0,0.00971,0.135,1.0,75.6,-96.0,1.172,44.01,4.439,0.177
0,1,1,0,0.0,0.0,1.0,11.4,0.0019,1901.35,33.4,14.576,-3.8e-06,-0.195,-2.47,7.39,298.14502,2.3135,40.69809,1.673662758,316.0,1.053,-0.111,-0.0984,155.0,131.67166,0.065,0.0,3.8e-06,-641.32,1729.0,-0.0019,-222.0,-0.139,6444.0,0.0984,6.5,1.0,2106.67,-11.4,1.186,23.42,4.433,0.332
0,1,0,0,0.0,0.0,1.0,31.4,0.00296,16.38,16.9,14.738,-4.82e-05,-0.066,-0.24,0.2,283.1788,1.639,41.989922,13.37499553,458.0,0.961,-0.117,-0.1,78.0,142.38153,0.114,0.0,4.82e-05,-15.82,703.0,-0.00296,-78.0,-0.045,5263.0,0.1,0.43,1.0,57.85,-31.4,0.045,2.01,4.404,0.096
0,1,0,0,0.0,0.0,1.0,12.4,0.000237,1588.71,169.8,13.591,-3.99e-07,-0.212,-0.55,2.18,281.50342,1.4886,44.409458,1.360834768,1570.0,0.872,-0.066,-0.0224,172.0,169.709729,0.038,0.0,3.99e-07,-423.69,1660.0,-0.000237,-172.0,-0.056,6215.0,0.0224,0.083,1.0,1792.47,-12.4,1.008,7.24,4.543,0.262
0,1,0,0,0.0,0.0,1.0,255.0,9.52e-05,10104.48,1365.1,13.106,-1.56e-07,-0.114,-76.0,32.6,291.31595,5.49531,44.462849,1.352576807,317000.0,2.406,-1.136,-0.00583,214.0,132.0374311,0.456,0.0,1.56e-07,-12184.18,2866.0,-9.52e-05,-285.0,-0.014,6881.0,0.00583,0.014,1.0,15932.27,-255.0,0.616,161.02,3.831,0.487
1,0,0,0,0.0,0.0,1.0,4.5,0.0102,1743.12,9.2,11.606,-0.000131,-0.112,-0.12,0.12,283.18817,6.72,43.01564,4.50279037,116.0,1.0,-0.066,-1.1,169.0,134.1343,0.052,0.0,0.000107,-424.26,523.0,-0.0118,-79.0,-0.001,5780.0,1.1,0.004,1.0,1017.15,-4.5,0.001,1.08,4.438,0.3
0,0,0,0,0.0,0.0,1.0,29.5,0.0127,32.09,9.0,15.181,-0.000231,-0.17,-0.09,0.29,289.72818,3.171,43.488239,14.2673439,218.0,0.837,-0.067,-0.58,164.0,133.9655,0.03,0.997,0.000231,-11.06,657.0,-0.0127,-164.0,-0.041,5475.0,0.58,0.413,1.0,44.12,-29.5,0.042,1.21,4.567,0.2
0,0,0,0,0.0,0.0,1.0,3.2,0.00311,1100.4,23.2,12.217,-7.4e-06,-0.112,-0.25,0.25,290.10196,2.596,48.251141,2.053341891,65.5,1.358,-0.239,-0.0661,136.0,134.51606,0.168,0.999,7.4e-06,-817.97,1737.0,-0.00311,-136.0,-0.672,6084.0,0.0661,0.011,1.0,2154.14,-3.2,0.966,1.44,4.204,0.239
0,1,0,0,0.0,0.0,1.0,27.3,0.000961,442.73,111.3,15.139,-3.28e-06,-0.196,-2.94,9.4,292.84973,3.5943,44.060638,2.881338104,2530.0,0.88,-0.082,-0.0408,163.0,132.909319,0.035,0.0,3.28e-06,-144.4,1206.0,-0.000961,-204.0,-0.04,5783.0,0.0408,4.206,1.0,501.88,-27.3,1.271,31.58,4.539,0.262
1,0,0,1,0.0,0.0,1.0,13.6,0.00191,8092.05,77.7,15.666,-1.47e-06,-0.2,-2.14,5.01,298.13785,7.111,47.25856,0.660655454,567.0,1.215,-0.155,-0.357,180.0,131.6909,0.062,0.0,1.47e-06,-3291.3,2497.0,-0.00191,-270.0,-0.04,6520.0,0.357,0.189,1.0,9210.84,-13.6,1.098,16.81,4.375,0.362
0,0,1,0,0.0,0.0,1.0,13.9,0.0126,42.07,15.9,13.294,-0.000626,-0.172,-10.8,10.8,290.80344,8.479,45.169785,42.2011587,178.0,1.449,-0.417,-0.663,197.0,172.4344,0.28,0.0,0.000626,-27.14,671.0,-0.0126,-241.0,-5.899,6200.0,0.663,70.98,1.0,47.85,-13.9,1.225,37.39,4.135,0.417
1,0,0,0,1.0,0.0,0.0,72.1,0.00713,2.23,5.6,13.586,-0.00219,-0.276,-0.2,0.74,286.31915,1.742,38.086399,241.647602,362.0,0.989,-0.104,-0.303,154.0,325.21488,0.063,0.0,0.00219,-0.55,300.0,-0.00713,-175.0,-0.0404,5962.0,0.303,0.4347,1.0,1.92,-72.1,0.0404,1.88,4.445,0.391
0,0,0,1,0.0,0.0,1.0,2.0,0.00347,9534.37,27.3,13.009,-3.35e-06,-0.097,-0.54,0.27,284.36902,2.885,40.718491,0.755103143,43.8,2.128,-0.766,-0.109,164.0,131.81388,0.292,0.0,3.35e-06,-10958.54,2927.0,-0.00347,-164.0,-0.429,5996.0,0.109,0.28,1.0,17302.11,-2.0,0.662,1.49,3.87,0.383
1,0,0,0,1.0,0.0,0.0,86.4,0.0458,0.06,6.2,14.955,-0.028,-0.037,-0.1,0.11,293.28232,7.77,41.854622,405.32064,562.0,0.574,-0.043,-1.2,135.0,443.8561,0.052,0.0,0.028,-0.04,166.0,-0.0458,-131.0,-0.2963,4694.0,1.2,0.1494,1.0,0.18,-86.4,0.2964,1.34,4.68,0.046
0,1,0,0,0.0,0.0,1.0,156.0,0.000147,257.97,394.0,13.985,-9.4e-07,-0.208,-2.78,8.33,296.6817,2.48392,47.600342,5.110771787,50700.0,0.894,-0.092,-0.00863,163.0,133.315344,0.052,0.0,9.4e-07,-81.92,1048.0,-0.000147,-181.0,-0.033,6029.0,0.00863,0.214,1.0,284.85,-156.0,0.878,26.98,4.523,0.276
1,0,0,0,0.0,0.0,1.0,378.0,0.000106,0.15,1952.3,15.638,-6.67e-05,-0.042,-4.59,4.59,281.7179,14.3447,44.873989,313.0927507,446000.0,0.673,-0.065,-0.0075,151.0,424.715381,0.072,0.0,6.67e-05,-0.12,207.0,-0.000106,-151.0,-0.007,5067.0,0.0075,0.008,1.0,0.44,-378.0,0.395,47.52,4.596,0.065
0,1,1,0,0.0,0.0,1.0,4.1,0.00451,16084.64,9.0,12.609,-3.64e-06,-0.095,-0.45,0.22,298.48257,0.993,42.240379,0.700606479,23.5,2.449,-0.904,-0.285,172.0,131.59767,0.304,0.0,3.64e-06,-18382.91,3312.0,-0.00451,-172.0,-0.37,6280.0,0.285,0.13,1.0,28551.69,-4.1,0.37,1.22,3.795,0.452
1,0,0,0,0.0,1.0,0.0,4.5,0.0102,0.0,9.2,11.597,-0.000131,-0.112,-0.12,0.12,298.06454,1.83,41.308311,0.82883944,116.0,1.0,-0.066,-1.1,169.0,132.013443,0.052,0.0,0.000107,0.0,523.0,-0.0118,-79.0,-0.001,5780.0,1.1,0.004,1.0,0.35,-4.5,0.001,1.08,4.438,0.3
0,0,0,0,0.0,0.0,1.0,6.7,0.00237,712.87,19.2,12.43,-3.26e-06,-0.112,-0.05,0.14,292.97125,1.3235,41.03577,1.116127169,109.0,0.905,-0.045,-0.0727,103.0,131.84982,0.028,1.0,3.26e-06,-312.68,1659.0,-0.00237,-126.0,-0.448,5721.0,0.0727,0.299,2.0,1797.63,-6.7,0.648,1.0,4.517,0.127
0,0,0,0,0.0,0.0,1.0,11.3,0.00197,48.4,39.8,13.8,-4.41e-05,-0.105,-0.64,0.47,296.08975,2.662,48.955372,17.79108667,414.0,1.34,-0.294,-0.0593,79.0,149.25344,0.195,0.991,4.41e-05,-47.0,830.0,-0.00197,-70.0,-0.495,5855.0,0.0593,0.037,1.0,112.09,-11.3,0.654,2.88,4.148,0.221
0,1,0,0,0.0,0.0,1.0,784.0,0.00085,1837.53,65.6,12.702,-2.97e-06,-0.134,-58.6,25.1,284.62463,2.1054,39.17878,2.873657901,43900.0,2.287,-1.215,-0.0467,169.0,132.5847,0.536,0.0,2.97e-06,-2129.96,1830.0,-0.00085,-169.0,-0.123,5692.0,0.0467,6.589,1.0,2645.12,-784.0,1.13,110.29,3.829,0.521
0,0,0,0,0.0,0.0,1.0,14.1,0.00177,26.69,50.5,14.07,-3.21e-05,-0.108,-0.19,0.3,293.47012,3.9734,39.252811,13.02363236,607.0,0.945,-0.076,-0.067,101.0,178.52482,0.072,1.0,3.21e-05,-15.78,743.0,-0.00177,-112.0,-0.032,5627.0,0.067,0.417,1.0,71.85,-14.1,0.032,2.3,4.453,0.123
0,0,0,0,0.0,0.0,1.0,7.3,0.000636,50.61,126.1,12.557,-4.39e-06,-0.102,-0.12,0.33,294.6741,2.8617,42.075581,5.960400011,828.0,0.886,-0.037,-0.0441,98.0,137.265171,0.024,1.0,4.39e-06,-22.66,890.0,-0.000636,-108.0,-0.553,5418.0,0.0441,0.077,1.0,148.26,-7.3,0.8,2.85,4.534,0.104
1,0,0,0,0.0,0.0,1.0,17.2,0.0259,171.88,33.5,15.359,-0.00237,-0.03,-12.1,2.13,285.50418,48.182,45.713482,84.644104,512.0,15.517,-5.412,-0.786,184.0,132.5301,0.03,0.175,0.00237,-381.22,1254.0,-0.0259,-253.0,-0.178,5229.0,0.786,0.261,1.0,584.49,-17.2,0.178,34.61,2.486,0.955
0,0,1,0,0.0,0.0,1.0,13.6,0.000596,5359.44,110.9,15.61,-5.76e-07,-0.216,-4.57,13.7,294.75632,2.297,49.792091,0.831741499,1230.0,1.14,-0.125,-0.0301,177.0,132.074741,0.054,0.0,5.76e-07,-1771.08,2198.0,-0.000596,-243.0,-0.166,6343.0,0.0301,0.765,1.0,5501.14,-13.6,1.298,41.62,4.408,0.376
0,1,0,0,0.0,0.0,1.0,174.0,0.000837,67.51,184.3,9.729,-5.48e-05,-0.203,-11.1,25.9,290.94437,6.7507,38.538868,52.56901867,26900.0,1.717,-0.242,-0.0498,200.0,184.971267,0.072,0.0,5.48e-05,-27.31,737.0,-0.000837,-343.0,-0.013,7240.0,0.0498,6.708,1.0,69.62,-174.0,1.197,78.54,4.178,0.565
1,0,1,1,0.0,0.0,1.0,10.5,0.00183,570.28,149.3,14.081,-9.43e-06,-0.202,-3.64,11.0,298.47424,10.7381,41.07589,4.206096814,1300.0,1.076,-0.12,-0.0987,168.0,136.44854,0.054,0.0,9.43e-06,-179.19,1252.0,-0.00183,-205.0,-0.119,6306.0,0.0987,0.743,1.0,581.11,-10.5,1.239,32.66,4.426,0.361
0,0,1,0,0.0,0.0,1.0,17.1,0.00156,1227.34,39.3,15.134,-3.45e-06,-0.208,-0.18,0.55,293.87265,1.644,46.714951,1.818939148,331.0,0.962,-0.097,-0.321,174.0,133.12299,0.052,0.0,3.45e-06,-395.19,1549.0,-0.00156,-196.0,-0.56,6153.0,0.321,0.369,1.0,1364.15,-17.1,0.56,1.82,4.487,0.292
0,0,0,0,0.0,0.0,1.0,9.3,0.00609,114.62,14.4,14.754,-3.9e-05,-0.1,-0.16,0.17,290.20163,2.94,48.185822,5.36375016,114.0,1.098,-0.161,-0.199,74.0,134.65014,0.137,0.995,3.9e-05,-91.93,1059.0,-0.00609,-74.0,-0.008,5553.0,0.199,0.448,2.0,296.73,-9.3,0.008,1.15,4.33,0.161
0,1,0,0,0.0,0.0,1.0,13.0,0.00668,1160.91,37.6,15.273,-1.83e-05,-0.238,-0.32,0.94,298.85361,7.189,40.131088,2.5355023,355.0,1.1,-0.128,-0.715,173.0,132.20054,0.056,0.024,1.83e-05,-384.42,1477.0,-0.00668,-260.0,-0.524,6268.0,0.715,0.02,1.0,1127.68,-13.0,0.965,2.7,4.429,0.384
0,1,1,1,0.0,0.0,1.0,282.0,0.0144,11.35,13.5,15.999,-3.32e-05,-0.036,-1.41,1.3,285.89905,5.768,39.690639,2.189097,3000.0,0.406,-0.041,-0.645,58.0,132.0841,0.045,0.0,3.32e-05,-10.51,647.0,-0.0144,-72.0,-0.1,3624.0,0.645,6.766,1.0,41.37,-282.0,1.246,13.92,4.848,0.038
0,0,0,0,1.0,0.0,0.0,66.2,0.021,9.78,8.1,15.819,-0.00209,-0.301,-0.19,0.84,292.74023,4.912,41.37896,78.876125,472.0,0.927,-0.084,-0.391,177.0,205.1282,0.041,0.0,0.00209,-2.23,427.0,-0.021,-213.0,-0.2209,6046.0,0.391,0.2549,1.0,7.86,-66.2,0.2209,2.03,4.509,0.384
0,0,0,0,0.0,0.0,1.0,33.8,0.0102,30.08,11.5,15.993,-7.79e-05,-0.066,-0.12,0.14,291.50812,2.716,45.370159,7.28116667,334.0,0.788,-0.067,-0.243,192.0,132.7518,0.033,0.941,7.79e-05,-19.72,744.0,-0.0102,-174.0,-0.1,5008.0,0.243,0.358,1.0,72.16,-33.8,0.1,1.4,4.572,0.082
0,0,1,0,0.0,0.0,1.0,46.2,0.00283,745.61,40.6,16.695,-2.94e-06,-0.112,-2.38,5.58,300.97794,2.6439,44.089069,1.02425556,1630.0,0.764,-0.061,-0.0854,185.0,131.49437,0.037,0.0,2.94e-06,-320.86,1503.0,-0.00283,-185.0,-0.148,5337.0,0.0854,4.651,1.0,1211.99,-46.2,1.312,29.83,4.594,0.143
0,1,0,0,0.0,0.0,1.0,270.0,0.000352,3234.27,145.8,14.701,-4.24e-07,-0.23,-4.06,6.08,292.91891,1.9694,38.206692,0.993488979,24300.0,0.998,-0.226,-0.0337,174.0,131.607354,0.23,0.349,4.24e-07,-1491.39,1914.0,-0.000352,-174.0,-0.01,5811.0,0.0337,0.06,1.0,3172.24,-270.0,0.83,17.9,4.328,0.339
0,1,0,0,0.0,0.0,1.0,380.0,0.000158,9865.54,792.9,13.016,-2.16e-07,-0.21,-15.2,32.9,294.76398,5.5728,39.752838,1.124033822,248000.0,1.563,-0.242,-0.0114,200.0,131.62878,0.105,0.0,2.16e-07,-3965.08,2547.0,-0.000158,-300.0,-0.038,7141.0,0.0114,0.048,1.0,9953.28,-380.0,0.719,98.04,4.208,0.524
1,0,0,0,0.0,0.0,1.0,0.8,0.0076,10761.06,19.8,11.219,-9.46e-06,-0.11,-0.13,0.13,292.77634,3.943,38.39397,0.934181579,12.1,2.152,-0.349,-0.261,68.0,132.39492,0.11,0.0,9.46e-06,-8915.37,3268.0,-0.0076,-91.0,-0.388,7624.0,0.261,0.33,1.0,26937.31,-0.8,0.62,0.79,4.029,0.349
0,1,0,0,0.0,0.0,1.0,5.0,1.67e-05,65.69,5446.9,12.921,-5.59e-07,-0.15,-18.5,12.3,285.05148,3.96227,44.485138,27.5338034,48200.0,1.611,-0.595,-0.00291,193.0,147.2410009,0.35,0.0,5.59e-07,-56.38,777.0,-1.67e-05,-211.0,-0.006,5925.0,0.00291,0.023,1.0,85.95,-5.0,0.908,50.02,4.052,0.396
0,1,0,0,0.0,0.0,1.0,21.8,0.00159,8030.46,37.1,6.974,-8.03e-06,-0.117,-11.0,4.71,289.09323,1.7376,49.424484,3.9886021,674.0,13.652,-4.361,-0.0588,50.0,171.01852,0.156,0.0,8.03e-06,-13457.76,3145.0,-0.00159,-121.0,-0.06,4813.0,0.0588,0.364,1.0,23135.72,-21.8,0.06,34.39,2.472,1.869
0,0,0,0,0.0,0.0,1.0,52.9,0.00179,0.28,32.4,15.473,-9.79e-05,-0.021,-0.16,0.12,284.94098,1.9033,46.56654,46.82767725,1540.0,0.537,-0.041,-0.0569,77.0,136.74468,0.045,0.965,9.79e-05,-0.3,276.0,-0.00179,-85.0,-0.393,3879.0,0.0569,0.027,3.0,1.37,-52.9,0.393,2.13,4.708,0.03
0,0,0,0,0.0,0.0,1.0,31.5,0.0107,98.33,8.1,15.414,-8.97e-05,-0.179,-0.1,0.29,291.13574,2.624,38.90543,6.60180003,213.0,0.86,-0.069,-0.322,150.0,137.476,0.032,1.0,8.97e-05,-34.58,875.0,-0.0107,-166.0,-0.204,5591.0,0.322,0.261,1.0,138.25,-31.5,0.204,1.25,4.559,0.207
0,0,1,0,0.0,0.0,1.0,27.7,0.0732,2321.28,13.9,14.526,-0.000177,-0.172,-1.55,1.41,291.32748,2.814,37.126701,3.0031801,375.0,1.768,-0.583,-0.136,181.0,132.1161,0.258,0.0,0.000177,-1618.01,1827.0,-0.0732,-250.0,-0.764,6606.0,0.136,0.035,1.0,2630.88,-27.7,0.98,4.7,4.071,0.53
0,0,0,0,0.0,0.0,1.0,7.1,0.00555,68.46,19.6,13.749,-9.87e-05,-0.108,-0.37,0.3,293.8902,3.854,42.527966,16.25951967,130.0,1.499,-0.321,-0.146,107.0,144.53203,0.162,0.992,9.87e-05,-61.14,880.0,-0.00555,-119.0,-0.374,5966.0,0.146,0.067,3.0,142.1,-7.1,0.374,1.72,4.169,0.262
1,0,0,0,0.0,0.0,1.0,6.1,0.0245,126.37,41.0,13.86,-0.000647,-0.157,-13.8,8.46,297.13824,40.4,44.378078,21.5702917,149.0,1.628,-0.758,-2.5,181.0,137.2647,0.472,0.0,0.000647,-109.66,888.0,-0.0245,-181.0,-0.12,6070.0,2.5,0.98,1.0,146.81,-6.1,1.155,29.53,3.983,0.466
0,0,0,0,0.0,0.0,1.0,23.8,0.00884,45.41,7.3,15.498,-0.0001,-0.148,-0.08,0.26,292.23993,2.713,48.51157,9.4907638,197.0,0.746,-0.055,-0.242,173.0,131.50396,0.029,0.0,0.0001,-13.37,704.0,-0.00884,-142.0,-0.3637,5290.0,0.242,0.1021,1.0,58.01,-23.8,0.3638,1.05,4.604,0.188
0,0,0,0,0.0,0.0,1.0,3.7,0.000635,6.51,190.3,11.529,-2.24e-05,-0.018,-0.12,0.13,288.45065,5.9291,40.245327,27.50871575,639.0,1.137,-0.046,-0.0409,70.0,182.103494,0.02,1.0,2.24e-05,-5.82,663.0,-0.000635,-79.0,-0.417,5903.0,0.0409,0.053,1.0,45.66,-3.7,0.577,2.98,4.304,0.05
1,0,0,0,0.0,0.0,1.0,19.1,0.00765,1706.42,20.1,15.83,-4.08e-05,-0.339,-2.41,2.42,294.3847,6.413,46.157841,5.24242029,335.0,1.829,-1.143,-0.185,206.0,133.23047,0.791,0.305,4.08e-05,-724.25,1367.0,-0.00765,-187.0,-0.602,5383.0,0.185,0.034,1.0,825.0,-19.1,0.863,3.86,3.824,1.143
0,0,0,0,1.0,0.0,0.0,28.4,0.0164,5.35,12.2,13.749,-0.00862,-0.33,-0.32,1.34,296.29355,9.137,43.403271,274.743032,309.0,1.207,-0.181,-0.698,158.0,300.5018,0.116,0.0,0.00862,-1.04,330.0,-0.0164,-206.0,-0.4073,6277.0,0.698,0.0684,2.0,2.82,-28.4,0.4073,2.16,4.306,0.749
0,0,0,0,0.0,0.0,1.0,13.0,0.00162,39.47,36.9,14.272,-1.9e-05,-0.119,-0.19,0.33,295.00204,2.4656,39.95293,9.66857386,412.0,0.836,-0.08,-0.0554,184.0,174.53483,0.051,1.0,1.9e-05,-19.46,730.0,-0.00162,-184.0,-0.547,5288.0,0.0554,0.134,1.0,67.06,-13.0,0.8,1.9,4.541,0.148
0,0,0,0,0.0,0.0,1.0,22.3,0.00195,5.73,35.6,12.63,-5.85e-05,-0.085,-0.09,0.21,299.31955,2.6054,41.38464,24.30784323,677.0,0.82,-0.034,-0.0657,106.0,178.36629,0.015,1.0,5.85e-05,-2.87,532.0,-0.00195,-106.0,-0.401,5313.0,0.0657,0.058,1.0,18.87,-22.3,0.425,2.14,4.571,0.08
0,0,0,0,0.0,0.0,1.0,28.6,0.00073,2.21,161.5,14.232,-6.28e-05,-0.09,-0.58,0.7,283.20917,4.74,48.777641,74.92768653,4120.0,0.897,-0.081,-0.0776,112.0,124.99266,0.081,0.907,6.28e-05,-1.57,409.0,-0.00073,-112.0,-0.06,5618.0,0.0776,0.011,1.0,6.62,-28.6,0.796,6.39,4.46,0.099
1,0,0,0,0.0,1.0,0.0,4.5,0.0102,0.0,9.2,13.362,-0.000131,-0.112,-0.12,0.12,289.52319,1.27,51.069191,0.66573903,116.0,1.0,-0.066,-1.1,169.0,131.6585795,0.052,0.0,0.000107,0.0,523.0,-0.0118,-79.0,-0.001,5780.0,1.1,0.004,1.0,0.35,-4.5,0.001,1.08,4.438,0.3
0,0,1,0,0.0,0.0,1.0,19.4,0.000335,1474.45,125.3,15.623,-6.41e-07,-0.2,-0.56,1.31,298.00024,1.4866,47.243649,1.423799421,2010.0,1.019,-0.122,-0.0195,162.0,169.67436,0.05,0.0,6.41e-07,-599.66,1659.0,-0.000335,-223.0,-0.409,5962.0,0.0195,0.044,1.0,1791.61,-19.4,0.501,4.69,4.464,0.285
0,0,0,0,0.0,0.0,1.0,17.9,0.016,41.79,12.1,15.386,-0.000265,-0.115,-0.21,0.27,283.79782,6.31,46.931,15.0617835,197.0,1.158,-0.148,-0.299,78.0,140.1111,0.115,0.733,0.000265,-26.28,794.0,-0.016,-78.0,-0.114,5806.0,0.299,0.335,2.0,94.08,-17.9,0.114,1.61,4.321,0.197
1,0,1,1,0.0,0.0,1.0,4.7,0.0453,6.21,18.6,14.541,-0.000143,-0.025,-0.03,0.03,291.96683,10.57,41.549751,3.7229369,65.2,0.48,-0.035,-1.5,73.0,134.6174,0.042,0.0,0.000143,-5.93,591.0,-0.0453,-73.0,-0.668,3724.0,1.5,0.059,1.0,28.81,-4.7,0.896,0.46,4.767,0.029
1,0,1,1,0.0,0.0,1.0,17.2,0.00177,540.49,81.1,13.819,-2.08e-05,-0.283,-51.6,27.8,286.28629,6.3064,43.615978,9.44942628,1210.0,2.664,-1.827,-0.091,168.0,132.45174,0.848,0.0,2.08e-05,-433.99,1192.0,-0.00177,-137.0,-0.156,5092.0,0.091,10.07,2.0,476.13,-17.2,1.217,75.22,3.689,0.984
0,0,0,0,0.0,0.0,1.0,21.0,0.0109,87.34,14.1,15.491,-0.000182,-0.208,-0.19,0.55,290.23602,5.382,43.47065,15.5764061,257.0,1.076,-0.112,-0.278,186.0,135.9482,0.052,0.997,0.000182,-28.68,793.0,-0.0109,-224.0,-0.343,6214.0,0.278,0.396,1.0,93.42,-21.0,0.565,1.79,4.442,0.335
1,0,0,0,1.0,0.0,0.0,23.3,0.0165,4.56,6.9,13.061,-0.00492,-0.264,-0.2,0.6,289.59616,3.525,40.92783,228.196872,145.0,1.138,-0.158,-0.411,160.0,323.9146,0.111,0.0,0.00492,-1.27,353.0,-0.0165,-203.0,-0.4179,6425.0,0.411,0.0526,1.0,3.66,-23.3,0.5034,1.42,4.331,0.485
0,0,0,0,0.0,0.0,1.0,5.6,0.00752,297.05,8.8,12.207,-3.98e-05,-0.14,-0.22,0.16,289.67175,1.902,38.297871,4.8754765,39.6,1.286,-0.358,-0.251,169.0,133.29167,0.26,0.867,3.98e-05,-241.06,1180.0,-0.00752,-127.0,-0.084,5513.0,0.251,0.367,1.0,458.62,-5.6,0.084,0.8,4.179,0.268
0,0,1,0,0.0,0.0,1.0,7.5,0.00954,826.99,10.3,14.464,-3.82e-05,-0.18,-0.2,0.26,293.09384,2.553,39.974579,2.69487041,62.1,1.187,-0.238,-0.335,158.0,131.59964,0.18,0.0,3.82e-05,-443.36,1440.0,-0.00954,-176.0,-0.354,5823.0,0.335,0.418,1.0,1020.03,-7.5,0.554,0.97,4.283,0.327
0,1,0,0,0.0,0.0,1.0,20.5,4.4e-05,8.05,1986.1,13.182,-1.64e-06,-0.095,-4.24,5.14,297.91599,4.17961,41.485641,27.46721731,71800.0,0.742,-0.081,-0.00118,165.0,143.6727101,0.105,0.0,1.64e-06,-5.26,527.0,-4.4e-05,-148.0,-0.043,5503.0,0.00118,0.035,1.0,18.22,-20.5,1.076,38.87,4.536,0.098
0,0,0,0,0.0,0.0,1.0,56.8,0.0179,1.75,10.6,15.259,-0.00252,-0.11,-0.35,0.47,293.65369,7.653,39.31641,115.238544,517.0,1.037,-0.114,-0.527,75.0,155.5989,0.099,0.854,0.00252,-1.13,372.0,-0.0179,-75.0,-0.684,5589.0,0.527,0.0,1.0,4.52,-56.8,0.965,3.17,4.384,0.152
0,0,0,0,0.0,0.0,1.0,30.1,0.00975,12.72,19.6,14.739,-0.000602,-0.208,-0.17,0.65,284.61621,5.359,49.190811,51.3011844,499.0,0.929,-0.078,-0.259,162.0,153.52571,0.052,0.994,0.000602,-3.56,492.0,-0.00975,-180.0,-0.003,6032.0,0.259,0.463,1.0,13.86,-30.1,0.003,2.07,4.508,0.291
0,1,0,0,0.0,0.0,1.0,21.7,0.0011,128.84,26.4,12.049,-7.41e-06,-0.143,-1.33,2.48,291.37064,0.9077,47.435509,5.660274452,414.0,0.842,-0.102,-0.0805,152.0,134.46727,0.104,0.0,7.41e-06,-59.36,950.0,-0.0011,-152.0,-0.011,5615.0,0.0805,65.09,1.0,192.77,-21.7,1.092,11.02,4.478,0.189
0,0,0,0,0.0,0.0,1.0,1.4,0.00744,360.31,14.4,11.158,-3.26e-05,-0.095,-0.11,0.11,288.39529,3.616,39.872627,4.02018903,18.5,1.376,-0.258,-0.182,115.0,134.84387,0.176,1.0,3.26e-05,-294.9,1337.0,-0.00744,-115.0,-0.304,5788.0,0.182,0.455,2.0,754.66,-1.4,0.505,0.6,4.178,0.232
0,1,1,0,0.0,0.0,1.0,5100.0,0.00863,0.0,86.4,19.485,-2.13e-05,-0.112,0.0,0.0,291.89343,4.2269,43.730251,2.10413487,321000.0,1.0,-0.066,-0.0603,169.0,132.63638,0.052,0.0,2.13e-05,0.0,1421.0,-0.00863,-79.0,-0.087,5780.0,0.0603,0.109,1.0,963.4,-5100.0,0.611,67.03,4.438,0.3
